Dia;Dia_mes;Mes;Dia_sem;Lluvia;Lluvia_SN;Fecha;T_MAX_ALERTA;T_MAX;T_MIN;Viento_MAX;Viento_MED;SO2;CO;NO;NO2;PM2.5_UMBRAL;PM2.5;PM10_UMBRAL;PM10;O3;TOL;BEN;EBE;TCH;NMCH;SO2_MAX;CO_MAX;NO_MAX;NO2_MAX;PM2.5_MAX;PM10_MAX;O3_MAX;TOL_MAX;BEN_MAX;EBE_MAX;TCH_MAX;O3_Nivel;Dia_sem_num;Mes2
177;26;JUN;V;0;No;26/06/2015;V;35.4;19.9;30;12;5.5;0.33;1.304.166.667;54.875;No;16.6;No;3.027.272.727;7.064.285.714;4.183.333.333;0.75;0.65;1.563.333.333;0.3;13;0.6;33;86;20;38;85;7.4;2.3;1.5;1.72;A;6;JUN
178;27;JUN;S;0;No;27/06/2015;A;37.6;21.2;28;11;5.2;0.28;6.291.666.667;4.045.833.333;No;17.8;No;2.909.090.909;90.5;3.05;0.5;0.316666667;1.5;0.26;13;0.5;18;69;21;34;106;4.1;1.3;0.5;1.64;R;5;JUN
179;28;JUN;D;0;No;28/06/2015;N;39.1;22.3;34;12;5.1;0.27;6.083.333.333;3.920.833.333;No;17;No;2.672.727.273;8.985.714.286;1.933.333.333;0.466666667;0.316666667;1.496.666.667;0.273333333;13;0.4;21;63;19;31;109;4.1;1.3;0.5;1.67;R;1;JUN
180;29;JUN;L;0;No;29/06/2015;N;39.3;24.9;30;12;5.4;0.3;1.066.666.667;4.733.333.333;No;19;No;3.445.454.545;9.228.571.429;2.733.333.333;0.616666667;0.366666667;1.523.333.333;0.306666667;13;0.5;35;77;22;40;108;5.3;1.9;0.6;1.71;R;3;JUN
181;30;JUN;M;0;No;30/06/2015;A;38.4;24.6;39;17;5.5;0.29;8.375;41.125;No;18.8;No;4.554.545.455;8.407.142.857;3.48;0.583333333;0.4;1.703.333.333;0.413333333;13;0.5;24;68;20;53;100;6.1;2;1;2.05;R;4;JUN
182;1;JUL;X;0;No;01/07/2015;A;36.7;23.1;31;15;5.4;0.24;7.458.333.333;36.125;No;14.8;No;3.654.545.455;8.807.142.857;2.58;0.566666667;0.333333333;1.603.333.333;0.33;13;0.4;22;62;17;47;99;5.9;1.9;0.6;1.85;A;7;JUL
183;2;JUL;J;0;No;02/07/2015;V;33.4;22.5;24;10;4.8;0.21;7.375;3.133.333.333;No;8.8;No;2.490.909.091;7.371.428.571;1.76;0.55;0.283333333;1.523.333.333;0.273333333;12;0.4;28;54;12;38;85;5;1.9;0.6;1.84;A;2;JUL
184;3;JUL;V;0;No;03/07/2015;A;37;22.8;40;19;5;0.24;4.791.666.667;27.25;No;15.8;No;4.345.454.545;8.578.571.429;2;0.533333333;0.216666667;1.48;0.246666667;13;0.4;18;53;18;56;100;5.3;2;0.5;1.63;R;6;JUL
185;4;JUL;S;0;No;04/07/2015;A;37;23.4;33;18;4.9;0.24;3.708.333.333;23.625;No;13.8;No;3.618.181.818;8.821.428.571;1.475;0.4;0.16;1.49;0.256666667;12;0.4;13;49;16;44;96;3.5;1.3;0.3;1.62;A;5;JUL
186;5;JUL;D;0;No;05/07/2015;A;37.1;23.5;30;13;5.2;0.27;6;35.25;No;16.4;No;3.845.454.545;75;1.75;0.54;0.22;1.623.333.333;0.31;12;0.4;23;56;18;45;91;3.8;1.5;0.4;1.81;A;1;JUL
187;6;JUL;L;0;No;06/07/2015;N;39.9;23.8;37;17;5.2;0.3;1.345.833.333;5.158.333.333;No;20.4;Si;5.309.090.909;5.442.857.143;3.075;0.74;0.32;1.58;0.336666667;12;0.5;38;84;23;64;73;6.4;2.3;0.7;1.76;V;3;JUL
188;7;JUL;M;0;No;07/07/2015;A;38.5;23.4;43;21;5.2;0.29;1.795.652.174;4.891.304.348;No;19;Si;5.290.909.091;5.764.285.714;2.725;0.38;0.32;1.636.666.667;0.296666667;11;0.5;48;87;22;66;77;3.3;0.6;0.6;1.85;A;4;JUL
189;8;JUL;X;0;No;08/07/2015;A;38.6;24.3;39;18;5;0.27;1.083.333.333;4.558.333.333;No;14.2;No;3.454.545.455;6.857.142.857;2.66;0.6;0.233333333;1.523.333.333;0.303333333;11;0.4;29;82;15;45;84;5.5;2;0.5;1.72;A;7;JUL
190;9;JUL;J;0;No;09/07/2015;N;39.2;22.4;35;18;4.9;0.26;6.291.666.667;3.404.166.667;No;12;No;2.972.727.273;8.742.857.143;2.783.333.333;0.433333333;0.15;1.47;0.31;11;0.4;30;63;13;35;105;8;1.4;0.3;1.61;R;2;JUL
191;10;JUL;V;0;No;10/07/2015;A;37.4;22.7;40;19;4.9;0.3;1.195.833.333;4.504.166.667;No;14.2;No;3.118.181.818;7.771.428.571;3.816.666.667;0.616666667;0.283333333;1.576.666.667;0.39;11;0.6;42;88;16;37;92;7.4;1.6;0.4;1.74;A;6;JUL
192;11;JUL;S;0;No;11/07/2015;A;37.8;22.7;24;12;4.8;0.26;4.125;30.625;No;12.4;No;2.727.272.727;1.043.571.429;2.433.333.333;0.433333333;0.183333333;1.516.666.667;0.323333333;10;0.4;11;55;15;34;119;7.7;1.3;0.4;1.74;R;5;JUL
193;12;JUL;D;0;No;12/07/2015;A;37.9;23.6;28;13;4.6;0.22;2.958.333.333;2.454.166.667;No;12.4;No;2.590.909.091;9.985.714.286;2.116.666.667;0.35;0.15;1.48;0.26;10;0.3;11;49;14;30;111;7.8;0.9;0.3;1.66;R;1;JUL
194;13;JUL;L;0;No;13/07/2015;N;39;24;31;17;5;0.27;5.5;3.895.833.333;No;14;No;2.927.272.727;1.060.714.286;2.916.666.667;0.616666667;0.283333333;1.503.333.333;0.27;11;0.4;32;77;16;37;127;8.9;1.4;0.9;1.7;R;3;JUL
195;14;JUL;M;0;No;14/07/2015;N;39.4;24.7;33;16;5.2;0.28;8.333.333.333;4.433.333.333;No;14.4;No;3.218.181.818;1.016.428.571;3.383.333.333;0.7;0.25;1.523.333.333;0.32;11;0.4;31;75;16;39;124;9.3;1.7;0.5;1.7;R;4;JUL
196;15;JUL;X;0;No;15/07/2015;N;39.6;24.9;26;13;4.9;0.28;5.958.333.333;4.454.166.667;No;16;No;36.1;1.083.571.429;3.683.333.333;0.733333333;0.333333333;1.55;0.33;10;0.4;19;77;17;46;134;8.6;1.9;0.7;1.77;R;7;JUL
197;16;JUL;J;0;No;16/07/2015;A;38.6;24.7;35;15;4.222.222.222;0.311111111;8.565.217.391;5.126.086.957;No;21.75;Si;55.4;7.869.230.769;4.04;0.9;0.5;1.52;0.37;7;0.4;27;76;24;67;98;7.2;2.3;1.2;1.76;A;2;JUL
198;17;JUL;V;0;No;17/07/2015;A;36.4;26;28;13;4.7;0.28;4.958.333.333;3.554.166.667;No;16.25;No;41.7;9.578.571.429;2.966.666.667;0.616666667;0.216666667;1.506.666.667;0.263333333;11;0.4;14;59;17;51;110;7;1.5;0.4;1.66;R;6;JUL
199;18;JUL;S;0;No;18/07/2015;V;33.2;23.3;40;18;4.3;0.2;2.739.130.435;1.982.608.696;No;10.4;No;2.609.090.909;9.628.571.429;1.716.666.667;0.383333333;0.133333333;1.476.666.667;0.213333333;10;0.3;9;41;12;32;106;5;1;0.2;1.62;R;5;JUL
200;19;JUL;D;0;No;19/07/2015;V;34.8;23;30;13;4.3;0.2;3.458.333.333;1.970.833.333;No;7.4;No;1.572.727.273;6.385.714.286;1.566.666.667;0.366666667;0.116666667;1.51;0.253333333;11;0.3;13;41;8;23;73;5;0.9;0.2;1.79;V;1;JUL
201;20;JUL;L;0;No;20/07/2015;A;36.9;23.6;23;10;4.111.111.111;0.233333333;8.826.086.957;3.108.695.652;No;9.2;No;1.781.818.182;6.615.384.615;2.38;0.52;0.18;1.435;0.265;7;0.3;22;49;10;24;74;4.4;1.3;0.3;1.66;V;3;JUL
202;21;JUL;M;0;No;21/07/2015;A;37.3;23.3;39;15;3.777.777.778;0.222222222;1.052.173.913;3.269.565.217;No;10.6;No;2.181.818.182;6.069.230.769;2.2;0.54;0.24;1.465;0.24;7;0.3;29;47;12;26;70;6.1;1.6;0.4;1.69;V;4;JUL
203;22;JUL;X;4.9;Si;22/07/2015;V;33.9;22.1;42;17;3.777.777.778;0.233333333;5.347.826.087;2.830.434.783;No;10.6;No;2.163.636.364;7.083.333.333;1.88;0.42;0.16;1.395;0.23;7;0.3;19;57;12;26;90;4.4;1.4;0.3;1.59;A;7;JUL
204;23;JUL;J;0.1;Si;23/07/2015;A;36.7;21.9;35;18;4;0.233333333;6.217.391.304;30;No;9.8;No;1.736.363.636;6.958.333.333;1.7;0.525;0.25;1.4;0.225;8;0.3;19;52;10;22;82;4.3;1.5;0.4;1.59;A;2;JUL
205;24;JUL;V;0;No;24/07/2015;V;34.8;22.3;35;15;5.1;0.31;1.191.666.667;4.041.666.667;No;1.183.333.333;No;22.5;6.292.857.143;2.76;0.88;0.28;1.375;0.135;12;0.6;29;69;15;28;73;6.9;2.3;0.6;1.54;V;6;JUL
206;25;JUL;S;0;No;25/07/2015;V;33.8;20.4;32;15;5;0.2125;2.791.666.667;17.25;No;7.8;No;1.336.363.636;8.578.571.429;0.85;0.266666667;0.133333333;1.446.666.667;0.183333333;11;0.3;10;39;9;16;94;2.6;0.8;0.2;1.67;A;5;JUL
207;26;JUL;D;0.1;Si;26/07/2015;A;36.3;22.5;33;18;5.1;0.222222222;3.25;1.866.666.667;No;10.6;No;2.063.636.364;8.242.857.143;0.86;0.26;0.1;1.335;0.085;11;0.3;9;34;11;24;91;2.1;0.8;0.1;1.46;A;1;JUL
208;27;JUL;L;0;No;27/07/2015;A;37.7;23.5;35;13;5.1;0.211111111;7.833.333.333;27;No;8.2;No;1.690.909.091;6.014.285.714;1.92;0.52;0.18;1.315;0.095;12;0.4;29;48;9;20;69;6.5;1.6;0.5;1.45;V;3;JUL
209;28;JUL;M;0;No;28/07/2015;A;37.8;23.4;33;14;5.5;0.26;7.434.782.609;3.465.217.391;No;9.833.333.333;No;2.241.666.667;6.828.571.429;2.48;0.58;0.16;1.493.333.333;0.213333333;12;0.4;18;60;12;33;76;5.8;1.9;0.4;1.76;A;4;JUL
210;29;JUL;X;0;No;29/07/2015;A;37.2;23;43;18;5.4;0.23;8;3.170.833.333;No;8.333.333.333;No;1.858.333.333;6.321.428.571;2.45;0.616666667;0.233333333;1.473.333.333;0.223333333;12;0.4;23;59;11;27;73;6.3;1.6;0.6;1.75;V;7;JUL
211;30;JUL;J;0;No;30/07/2015;V;34.9;22.3;41;17;5.3;0.22;5.833.333.333;2.466.666.667;No;8.333.333.333;No;1.966.666.667;5.792.857.143;2.3;0.44;0.18;1.46;0.12;12;0.4;20;46;10;27;65;6.5;1.2;0.4;1.46;V;2;JUL
212;31;JUL;V;0;No;31/07/2015;V;31;21.1;43;19;5.3;0.2;8;2.420.833.333;No;6.333.333.333;No;1.691.666.667;4.864.285.714;2.2;0.516666667;0.2;1.47;0.216666667;12;0.4;23;42;8;25;64;5.8;1.3;0.4;1.71;V;6;JUL
213;1;AGO;S;0;No;01/08/2015;V;32.3;17.9;35;18;5.2;0.19;2.541.666.667;1.666.666.667;No;5.666.666.667;No;9.25;91;0.866666667;0.25;0.116666667;1.443.333.333;0.203333333;12;0.3;10;39;7;13;102;2.9;0.6;0.2;1.63;R;5;AGO
214;2;AGO;D;0;No;02/08/2015;V;34.6;21.2;26;11;5.4;0.26;6.291.666.667;2.479.166.667;No;1.033.333.333;No;22;8.007.142.857;1.183.333.333;0.416666667;0.15;1.466.666.667;0.223333333;12;0.4;26;45;13;31;103;2.9;0.9;0.3;1.67;R;1;AGO
215;3;AGO;L;0;No;03/08/2015;A;36;23.8;32;14;5.3;0.27;8.208.333.333;3.779.166.667;No;1.516.666.667;No;3.933.333.333;6.585.714.286;2.45;0.55;0.25;1.58;0.27;12;0.4;22;64;17;51;84;4.4;1.3;0.6;1.82;A;3;AGO
216;4;AGO;M;0;No;04/08/2015;V;34.9;22.2;33;13;5.1;0.23;5.75;2.666.666.667;No;12.2;No;2.727.272.727;8.428.571.429;1.85;0.516666667;0.166666667;1.466.666.667;0.276666667;11;0.4;25;50;13;36;96;5.2;1.2;0.3;1.73;A;4;AGO
217;5;AGO;X;0;No;05/08/2015;V;35.5;21.6;36;18;5.7;0.28;8.041.666.667;3.929.166.667;No;1.233.333.333;No;26.25;7.228.571.429;2.7;0.616666667;0.3;1.563.333.333;0.316666667;12;0.4;30;64;13;33;85;5.9;1.7;0.8;1.83;A;7;AGO
218;6;AGO;J;0;No;06/08/2015;A;37.6;20.2;35;17;5.8;0.3;13.625;4.808.333.333;No;1.116.666.667;No;2.516.666.667;6.228.571.429;3.45;0.583333333;0.283333333;1.576.666.667;0.34;12;0.5;46;73;14;31;80;6.8;1.6;0.6;1.8;A;2;AGO
219;7;AGO;V;0;No;07/08/2015;V;35.6;21.1;40;19;5.4;0.3;1.208.695.652;4.069.565.217;No;20.4;Si;69;6.078.571.429;2.866.666.667;0.616666667;0.316666667;1.626.666.667;0.27;12;0.6;47;66;23;95;75;5.4;1.4;0.6;1.96;A;6;AGO
220;8;AGO;S;0;No;08/08/2015;V;34.2;23.7;46;19;5.6;0.3;2.782.608.696;21;Si;28.8;Si;66;8.092.857.143;1.283.333.333;0.55;0.2;1.553.333.333;0.106666667;12;0.4;13;46;31;86;100;3.7;1.5;0.6;1.78;R;5;AGO
221;9;AGO;D;0;No;09/08/2015;V;33.5;16.7;42;19;5.5;0.21;2.826.086.957;16;No;7.8;No;1.490.909.091;8.321.428.571;0.65;0.3;0.116666667;1.43;0.076666667;12;0.3;19;39;11;19;93;1.7;0.7;0.2;1.59;A;1;AGO
222;10;AGO;L;0;No;10/08/2015;A;36.9;19.8;33;15;5.5;0.26;5.875;2.858.333.333;No;11.5;No;2.858.333.333;73.5;1.55;0.483333333;0.2;1.473.333.333;0.156666667;12;0.4;19;48;12;36;87;3.7;1.1;0.4;1.68;A;3;AGO
223;11;AGO;M;0;No;11/08/2015;V;34.5;22.7;39;15;5.6;0.27;7.375;3.104.166.667;No;1.933.333.333;Si;5.308.333.333;65;2.583.333.333;0.466666667;0.2;1.536.666.667;0.23;12;0.4;31;53;20;65;78;5.5;1.1;0.3;1.75;A;4;AGO
224;12;AGO;X;0;No;12/08/2015;V;33.3;20.1;27;13;5.4;0.233333333;8.086.956.522;302.173.913;No;10;No;28.25;6.778.571.429;2.016.666.667;0.4;0.216666667;1.553.333.333;0.246666667;11;0.4;25;54;13;42;80;4.4;1;0.5;1.88;A;7;AGO
225;13;AGO;J;0;No;13/08/2015;V;27.8;18;40;20;5.1;0.2;3.217.391.304;1.343.478.261;No;4.166.666.667;No;13.75;6.835.714.286;1.033.333.333;0.3;0.133333333;1.446.666.667;0.19;11;0.3;9;31;6;18;80;3.2;0.7;0.2;1.66;A;2;AGO
226;14;AGO;V;0;No;14/08/2015;V;27.1;16.1;27;12;5.2;0.22;4.083.333.333;1.804.166.667;No;4.333.333.333;No;11.5;6.785.714.286;1.183.333.333;0.333333333;0.183333333;1.503.333.333;0.2;11;0.4;14;32;6;16;73;3.4;0.9;0.4;1.77;V;6;AGO
227;15;AGO;S;0;No;15/08/2015;V;28.5;18.9;46;11;5.3;0.2;2.375;1.279.166.667;No;4.5;No;1.083.333.333;7.292.857.143;0.55;0.216666667;0.133333333;1.456.666.667;0.203333333;11;0.3;8;28;5;14;81;1.4;0.6;0.2;1.67;A;5;AGO
228;16;AGO;D;0;No;16/08/2015;V;30;18.1;27;11;5.2;0.2;2.625;13;No;5.5;No;12.75;66.5;0.65;0.25;0.15;1.463.333.333;0.21;11;0.3;8;26;6;17;76;1.7;0.7;0.3;1.69;A;1;AGO
229;17;AGO;L;0;No;17/08/2015;V;32;20.9;36;18;5.4;0.2;4.833.333.333;1.966.666.667;No;7;No;1.483.333.333;5.721.428.571;1.166.666.667;0.35;0.15;1.46;0.206666667;12;0.3;12;35;8;19;63;3.3;0.8;0.3;1.71;V;3;AGO
230;18;AGO;M;0;No;18/08/2015;V;32.3;19.2;38;17;5.7;0.21;3.75;1.720.833.333;No;7.333.333.333;No;1.691.666.667;7.414.285.714;1.183.333.333;0.316666667;0.166666667;1.46;0.206666667;12;0.3;12;34;9;19;86;3;0.8;0.4;1.67;A;4;AGO
231;19;AGO;X;0;No;19/08/2015;V;32.6;19.1;33;15;5.7;0.25;6.083.333.333;2.558.333.333;No;8.666.666.667;No;2.216.666.667;7.892.857.143;1.4;0.416666667;0.183333333;1.49;0.223333333;12;0.3;26;50;10;26;99;3.5;1.2;0.3;1.71;A;7;AGO
232;20;AGO;J;0;No;20/08/2015;V;34.6;21.1;26;10;5.8;0.28;9.833.333.333;3.491.666.667;No;10.5;No;2.516.666.667;7.214.285.714;2.316.666.667;0.516666667;0.266666667;1.526.666.667;0.23;12;0.4;43;63;12;32;93;5.3;1.5;0.4;1.78;A;2;AGO
233;21;AGO;V;0;No;21/08/2015;V;33.6;23.1;48;23;5.8;0.26;8.625;3.329.166.667;No;1.216.666.667;No;3.591.666.667;6.457.142.857;2.8;0.533333333;0.35;1.546.666.667;0.21;13;0.4;25;52;14;47;84;6;1.6;0.7;1.79;A;6;AGO
234;22;AGO;S;1.1;Si;22/08/2015;V;31.8;18.6;42;17;5.5;0.19;2.75;15.75;No;9.333.333.333;No;20.25;8.357.142.857;1.183.333.333;0.25;0.15;1.45;0.183333333;12;0.3;8;31;11;28;94;2.7;0.6;0.3;1.66;A;5;AGO
235;23;AGO;D;0;No;23/08/2015;V;26;18;47;20;5.6;0.2;2.5;9.583.333.333;No;8.833.333.333;No;1.708.333.333;5.842.857.143;0.5;0.233333333;0.15;1.426.666.667;0.176666667;12;0.3;11;27;11;23;67;1.2;0.5;0.3;1.62;V;1;AGO
236;24;AGO;L;0.2;Si;24/08/2015;V;25.1;14.6;48;20;5.5;0.19;3.833.333.333;1.479.166.667;No;3.833.333.333;No;1.108.333.333;7.257.142.857;0.866666667;0.25;0.183333333;1.443.333.333;0.193333333;11;0.3;19;29;5;20;83;3.3;0.7;0.3;1.63;A;3;AGO
237;25;AGO;M;0;No;25/08/2015;V;29.4;14.8;18;8;6;0.29;11.125;3.758.333.333;No;6.666.666.667;No;17.5;6.278.571.429;2.133.333.333;0.433333333;0.316666667;1.526.666.667;0.24;12;0.4;32;59;8;23;73;5.9;1.4;0.7;1.75;V;4;AGO
238;26;AGO;X;0;No;26/08/2015;V;32.5;19.8;33;14;6.1;0.29;1.104.166.667;39;No;10.5;No;2.591.666.667;6.078.571.429;3.2;0.56;0.46;1.445;0.135;13;0.5;25;62;15;32;72;6.7;1.6;1.1;1.62;V;7;AGO
239;27;AGO;J;0;No;27/08/2015;V;32.3;18.2;41;17;5.9;0.25;1.066.666.667;3.320.833.333;No;7.5;No;19.5;5.478.571.429;2.38;0.433333333;0.333333333;1.583.333.333;0.266666667;12;0.4;44;57;10;27;65;5.4;1.1;1;1.92;V;2;AGO
240;28;AGO;V;0;No;28/08/2015;V;34.7;18.6;24;11;6.8;0.33;20.25;49.125;No;10;No;23.75;5.257.142.857;3.4;0.62;0.48;1.46;0.125;13;0.5;61;74;13;31;67;7.3;1.9;1.4;1.67;V;6;AGO
241;29;AGO;S;0;No;29/08/2015;V;35.4;22.4;34;15;6;0.21;3.291.666.667;2.166.666.667;No;10.8;No;3.145.454.545;7.957.142.857;1.36;0.28;0.18;1.5;0.275;13;0.3;12;42;12;40;91;3.3;0.8;0.4;1.74;A;5;AGO
242;30;AGO;D;3.3;Si;30/08/2015;V;35.5;21.5;75;26;5.7;0.19;2.625;1.466.666.667;No;1.183.333.333;No;3.308.333.333;70.5;1.066.666.667;0.283333333;0.166666667;1.453.333.333;0.163333333;12;0.3;8;28;14;43;78;2.3;0.7;0.3;1.66;A;1;AGO
243;31;AGO;L;0.1;Si;31/08/2015;V;28;19.8;32;15;5.9;0.22;1.020.833.333;3.183.333.333;No;1.316.666.667;No;33.75;4.192.857.143;2.2;0.516666667;0.266666667;1.486.666.667;0.186666667;12;0.4;32;48;15;45;54;4.6;1.5;0.8;1.72;V;3;AGO
244;1;SEP;M;0;No;01/09/2015;V;30.3;18.5;24;12;5.6;0.26;9.25;37.875;No;1.033.333.333;No;1.958.333.333;5.292.857.143;3.216.666.667;0.466666667;0.316666667;1.496.666.667;0.2;12;0.4;43;67;13;26;63;4.9;1.2;0.8;1.71;V;4;SEP
245;2;SEP;X;0;No;02/09/2015;V;30;19.7;30;15;5.6;0.22;6.458.333.333;2.966.666.667;No;11;No;2.233.333.333;65.5;2.05;0.45;0.216666667;1.375;0.095;12;0.4;16;49;14;28;76;4.3;1.2;0.5;1.54;A;7;SEP
246;3;SEP;J;0;No;03/09/2015;V;26.9;17.1;29;13;5.7;0.23;5.916.666.667;2.720.833.333;No;9.5;No;1.991.666.667;8.042.857.143;1.5;0.35;0.183333333;1.37;0.105;12;0.4;25;46;11;27;92;4.2;1.2;0.5;1.53;A;2;SEP
247;4;SEP;V;0.7;Si;04/09/2015;V;26.2;16.5;53;20;5.7;0.23;5.208.333.333;2.191.666.667;No;6.166.666.667;No;1.291.666.667;7.271.428.571;1.72;0.38;0.28;1.476.666.667;0.143333333;12;0.4;14;38;9;18;93;3.8;1.1;0.5;1.68;A;6;SEP
248;5;SEP;S;0;No;05/09/2015;V;26.8;13.5;37;17;5.7;0.22;3.458.333.333;1.979.166.667;No;6.5;No;1.108.333.333;7.185.714.286;0.883333333;0.266666667;0.133333333;1.456.666.667;0.103333333;12;0.3;12;39;9;16;83;2.5;0.6;0.2;1.61;A;5;SEP
249;6;SEP;D;0;No;06/09/2015;V;27.3;17.1;21;10;5.8;0.22;3.541.666.667;2.366.666.667;No;7.333.333.333;No;13.5;7.485.714.286;1.02;0.26;0.12;1.483.333.333;0.113333333;12;0.3;9;41;10;17;85;2.6;0.8;0.2;1.66;A;1;SEP
250;7;SEP;L;0.9;Si;07/09/2015;V;27.8;16.5;24;12;6;0.26;7.75;31.75;No;7.666.666.667;No;1.633.333.333;59;1.9;0.42;0.24;1.52;0.12;12;0.4;23;51;9;21;69;4.6;1.4;0.6;1.72;V;3;SEP
251;8;SEP;M;0.1;Si;08/09/2015;V;28.2;14.4;28;12;6.1;0.29;11.5;38.75;No;9.5;No;15.75;61;2.625;0.7;0.4;1.583.333.333;0.15;12;0.4;27;56;12;23;72;5.3;1.8;0.9;1.74;V;4;SEP
252;9;SEP;X;0;No;09/09/2015;V;28.6;15.9;35;14;6.7;0.31;1.345.833.333;4.745.833.333;No;1.083.333.333;No;2.166.666.667;5.371.428.571;3.34;0.6;0.4;1.543.333.333;0.17;13;0.5;33;68;14;30;67;5.9;1.8;1;1.73;V;7;SEP
253;10;SEP;J;0;No;10/09/2015;V;28.3;17.8;32;13;6.1;0.3;13.5;4.104.166.667;No;8.5;No;19.5;4.628.571.429;3.36;0.76;0.5;1.533.333.333;0.176666667;13;0.5;43;63;12;28;60;6.6;2;1.2;1.73;V;2;SEP
254;11;SEP;V;0;No;11/09/2015;V;30.1;16.8;33;14;6.4;0.35;1.816.666.667;4.695.833.333;No;9;No;1.983.333.333;4.892.857.143;3.433.333.333;0.65;0.433333333;1.573.333.333;0.186666667;13;0.5;46;72;13;29;61;5.8;1.8;0.8;1.73;V;6;SEP
255;12;SEP;S;0;No;12/09/2015;V;27.7;19.6;33;15;6.5;0.3;1.004.166.667;3.995.833.333;No;1.016.666.667;No;2.166.666.667;4.978.571.429;2.933.333.333;0.633333333;0.4;1.7;0.183333333;13;0.4;40;54;13;31;64;5.2;1.7;0.8;1.87;V;5;SEP
256;13;SEP;D;0;No;13/09/2015;V;24.8;17.8;49;23;6;0.2;3;1.308.333.333;No;5.333.333.333;No;16.5;7.969.230.769;0.666666667;0.25;0.166666667;1.45;0.13;12;0.3;12;32;7;23;89;1.6;0.6;0.4;1.61;A;1;SEP
257;14;SEP;L;0.1;Si;14/09/2015;V;24.2;13.8;39;16;6.1;0.23;6.625;2.008.333.333;No;5.333.333.333;No;1.041.666.667;5.815.384.615;1.083.333.333;0.366666667;0.166666667;1.453.333.333;0.123333333;12;0.4;29;37;7;16;73;3;1;0.3;1.62;V;3;SEP
258;15;SEP;M;1;Si;15/09/2015;V;19.8;15;47;19;6.2;0.25;6.416.666.667;2.791.666.667;No;6.5;No;16.25;5.935.714.286;1.583.333.333;0.466666667;0.25;1.473.333.333;0.14;12;0.4;36;50;8;21;69;4.3;1.1;0.6;1.65;V;4;SEP
259;16;SEP;X;7.8;Si;16/09/2015;V;22.1;15.3;64;24;6;0.2;6;20.25;No;5.166.666.667;No;13.75;4.578.571.429;1.616.666.667;0.45;0.25;1.5;0.12;12;0.4;23;35;8;20;66;4.6;1.3;0.6;1.79;V;7;SEP
260;17;SEP;J;0;No;17/09/2015;V;20.5;10.4;33;15;6.1;0.26;9.541.666.667;2.829.166.667;No;4.666.666.667;No;8.75;4.992.857.143;1.65;0.466666667;0.25;1.473.333.333;0.143333333;12;0.4;40;47;6;12;64;4.4;1.5;0.7;1.64;V;2;SEP
261;18;SEP;V;0;No;18/09/2015;V;23.9;11.5;21;12;6.7;0.36;2.541.666.667;45.25;No;6;No;1.133.333.333;4.192.857.143;2.883.333.333;0.616666667;0.4;1.556.666.667;0.186666667;13;0.5;60;63;9;16;56;6.2;1.8;1.1;1.72;V;6;SEP
262;19;SEP;S;0;No;19/09/2015;V;25.9;13.8;26;13;6.1;0.34;22.375;4.379.166.667;No;9.2;No;1.536.363.636;5.028.571.429;3.433.333.333;0.716666667;0.716666667;1.6;0.22;13;0.5;56;62;12;22;61;7;2;2;1.82;V;5;SEP
263;20;SEP;D;0;No;20/09/2015;V;28.1;14.5;22;10;6;0.3;1.341.666.667;4.270.833.333;No;9.666.666.667;No;1.666.666.667;5.671.428.571;2.5;0.566666667;0.366666667;1.57;0.186666667;13;0.5;34;56;13;25;77;5.2;1.7;0.7;1.75;A;1;SEP
264;21;SEP;L;0;No;21/09/2015;V;29.5;14.6;27;13;6;0.35;22.25;5.483.333.333;No;1.133.333.333;No;1.958.333.333;5.764.285.714;3.06;0.66;0.48;1.57;0.19;13;0.5;53;78;15;29;73;6.8;2.2;0.8;1.77;V;3;SEP
265;22;SEP;M;0;No;22/09/2015;V;29;14.1;36;15;6.3;0.33;28.875;5.116.666.667;No;9.5;No;20.75;6.142.857.143;4.14;0.76;0.52;1.66;0.226666667;13;0.5;48;75;13;29;90;6.9;2.2;1;1.92;A;4;SEP
266;23;SEP;X;0;No;23/09/2015;V;24.5;15.3;37;18;5.8;0.27;8.708.333.333;31.5;No;6.5;No;1.283.333.333;50.5;1.96;0.42;0.22;1.52;0.166666667;12;0.4;25;47;9;17;60;4.3;1.2;0.5;1.7;V;7;SEP
267;24;SEP;J;0;No;24/09/2015;V;27.1;14.1;26;11;6.4;0.31;1.695.833.333;39.625;No;6.5;No;1.216.666.667;4.285.714.286;2.55;0.533333333;0.483333333;1.516.666.667;0.176666667;12;0.4;52;63;9;18;58;4.7;1.4;1.2;1.65;V;2;SEP
268;25;SEP;V;0;No;25/09/2015;V;29.2;16.4;25;11;6.3;0.37;2.508.695.652;5.160.869.565;No;9.5;No;1.741.666.667;4.553.846.154;3.166.666.667;0.566666667;0.433333333;1.536.666.667;0.21;12;0.6;87;75;11;23;59;5.3;1.7;1.1;1.7;V;6;SEP
269;26;SEP;S;0;No;26/09/2015;V;28.6;17.1;40;17;6.5;0.36;2.447.826.087;4.969.565.217;No;1.066.666.667;No;1.941.666.667;4.384.615.385;3.25;0.616666667;0.483333333;1.55;0.206666667;12;0.6;85;74;13;31;64;5.6;1.8;1.2;1.71;V;5;SEP
